metric,n_windows,mean,std,min,median,max
elapsed_s,68,34.53329411764705,19.773768251585928,1.033,34.533500000000004,68.033
publishers,68,1.0,0.0,1.0,1.0,1.0
scans_total,68,231.5,159.53668927203108,0.0,240.5,501.0
scans_in_window,68,7.367647058823529,3.7571997025599524,0.0,10.0,12.0
scan_rate_hz,68,7.3675,3.7570679163888174,0.0,9.985,12.0
drspaam_fps,64,22.982499999999998,12.451236567646285,0.66,29.725,36.12
t_det_ms_mean,64,158.58295312499996,300.91466758173016,28.092,34.094,1509.863
t_det_ms_p95,64,284.20003124999994,415.4048043515866,29.43,38.632,1509.863
t_det_ms_max,64,342.68449999999996,491.1833629173141,29.43,39.421,1509.863
t_track_ms_mean,64,1.55065625,0.5920460411834138,0.58,1.558,3.317
t_track_ms_p95,64,2.044203125,0.8679554918675815,0.58,2.0309999999999997,4.32
t_track_ms_max,64,2.145359375,0.9619453234501115,0.58,2.101,5.215
t_lat_ms_mean,64,166.57853125,305.56191521226833,30.558,38.468999999999994,1512.85
t_lat_ms_p95,64,293.4419375,421.43574613011884,33.236,43.226,1512.85
t_lat_ms_max,64,349.02209374999995,494.0880766515191,33.251,44.2495,1512.85
t_scan_ms_mean,63,199.66979365079362,284.4552363178045,97.918,100.1,1791.945
t_scan_ms_p95,63,311.2508412698413,388.7434405849767,97.918,102.025,1791.945
t_scan_ms_max,63,355.12753968253975,447.6263038823224,97.918,102.355,1791.945
t_fwd_ms_mean,64,147.13820312500002,299.97698926275757,19.541,22.5205,1485.55
t_fwd_ms_p95,64,271.5301875,415.45742112316816,19.541,24.627,1485.55
t_fwd_ms_max,64,329.966109375,491.5910538463022,19.541,25.1545,1485.55
inference_ms_mean,64,158.11496875,300.90019769378307,27.688,33.6425,1508.217
inference_ms_p95,64,283.68067187500003,415.42844205894903,29.232,37.866,1508.217
inference_ms_max,64,342.14896875000005,491.1965766593898,29.232,38.78,1508.217
missed_percent,68,0.0,0.0,0.0,0.0,0.0
jitter_ms,68,9.323970588235294,2.340093849186958,4.85,9.23,16.93
wire_ms_mean,68,115.0403529411765,19.40932200924721,107.174,113.10149999999999,270.804
wire_ms_p95,68,132.6572205882353,39.40155287940849,109.308,129.7135,438.4
wire_ms_max,68,140.78310294117648,40.250674759576206,109.374,141.2985,442.194
busy_drop_in_window,68,2.6323529411764706,3.489448537728262,0.0,0.0,10.0
gpu_util_percent,68,18.705882352941178,7.807495104503627,0.0,19.0,47.0
drspaam_gpu_duty_percent,64,56.31453125,44.19848733063687,2.92,33.155,150.82
gpu_mem_util_percent,68,16.235294117647058,6.552013811556761,0.0,18.0,37.0
gpu_mem_used_mb,68,555.9882352941177,112.5871782013689,460.9,536.9,1394.9
gpu_mem_total_mb,68,4096.0,0.0,4096.0,4096.0,4096.0
gpu_proc_mem_mb,68,205.7941176470588,106.9301011504509,116.0,192.0,1050.0
torch_alloc_mb,68,43.304411764705875,105.77432105748164,21.8,24.65,891.7
torch_reserved_mb,68,112.05882352941177,106.740567391004,30.0,98.0,956.0
torch_peak_mb,68,891.5426470588236,104.36418342011882,43.8,905.5,905.5
gpu_power_w,68,14.758235294117648,0.5390260458815679,11.53,14.879999999999999,15.74
gpu_temp_c,68,65.30882352941177,0.46544323094137746,65.0,65.0,66.0
gpu_sm_clock_mhz,68,1575.0,0.0,1575.0,1575.0,1575.0
cpu_percent_system,68,20.423529411764704,5.063363216166062,9.1,21.0,30.6
cpu_percent_process,68,215.9411764705882,69.2734344965909,65.8,207.0,354.7
proc_threads,68,71.79411764705883,1.191497534203194,65.0,72.0,72.0
ram_used_mb,68,6979.942647058822,64.11034637475828,6759.5,6956.4,7108.5
ram_total_mb,68,15708.199999999997,3.665027349081835e-12,15708.2,15708.2,15708.2
ram_percent,68,44.435294117647054,0.40767440398726756,43.0,44.3,45.3
proc_rss_mb,68,1219.980882352941,35.85021183705993,952.3,1225.3000000000002,1228.2
swap_used_mb,68,0.0,0.0,0.0,0.0,0.0
swap_total_mb,68,4352.0,0.0,4352.0,4352.0,4352.0
swap_percent,68,0.0,0.0,0.0,0.0,0.0
