wall_time,elapsed_s,clients,scans_total,scans_in_window,scan_rate_hz,drspaam_fps,t_det_ms_mean,t_det_ms_p95,t_det_ms_max,t_track_ms_mean,t_track_ms_p95,t_track_ms_max,t_lat_ms_mean,t_lat_ms_p95,t_lat_ms_max,t_scan_ms_mean,t_scan_ms_p95,t_scan_ms_max,t_fwd_ms_mean,t_fwd_ms_p95,t_fwd_ms_max,inference_ms_mean,inference_ms_p95,inference_ms_max,wire_ms_mean,wire_ms_p95,wire_ms_max,gpu_util_percent,drspaam_gpu_duty_percent,gpu_mem_util_percent,gpu_mem_used_mb,gpu_mem_total_mb,gpu_proc_mem_mb,torch_alloc_mb,torch_reserved_mb,torch_peak_mb,gpu_power_w,gpu_temp_c,gpu_sm_clock_mhz,cpu_percent_system,cpu_percent_process,proc_threads,ram_used_mb,ram_total_mb,ram_percent,proc_rss_mb,swap_used_mb,swap_total_mb,swap_percent
2026-09-04T11:08:44.116,1.012,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,471.6,4096.0,126.0,7.6,56.0,38.8,11.55,63.0,1575.0,2.0,3.0,82,8259.2,15708.2,52.6,751.8,0.0,4352.0,0.0
2026-09-04T11:08:45.116,2.012,1,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,499.6,4096.0,154.0,37.9,78.0,38.8,11.47,63.0,1575.0,5.4,30.0,83,8320.1,15708.2,53.0,882.7,0.0,4352.0,0.0
2026-09-04T11:08:46.116,3.012,1,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,32.0,,22.0,485.6,4096.0,140.0,17.9,54.0,1132.3,15.63,64.0,1575.0,7.2,103.0,83,8477.7,15708.2,54.0,1057.2,0.0,4352.0,0.0
2026-09-04T11:08:47.116,4.012,1,13,13,13.0,5.93,168.845,734.559,1448.009,1.709,2.059,2.073,170.822,736.241,1449.661,99.469,100.73,100.861,147.058,709.843,1416.707,168.548,733.888,1446.659,2722.695,3039.622,3071.084,45.0,219.09,41.0,565.6,4096.0,220.0,29.8,126.0,1132.3,17.0,64.0,1732.0,15.0,133.0,90,8615.8,15708.2,54.8,1202.5,0.0,4352.0,0.0
2026-09-04T11:08:48.117,5.013,1,35,22,21.98,22.97,43.749,45.867,48.275,1.703,2.172,3.039,45.663,49.058,50.286,99.956,102.178,102.834,22.893,22.985,23.092,43.542,45.578,48.087,1927.949,2441.793,2495.644,52.0,95.7,46.0,565.6,4096.0,220.0,29.8,126.0,1132.3,26.22,65.0,1732.0,14.0,102.9,90,8691.9,15708.2,55.3,1195.1,0.0,4352.0,0.0
2026-09-04T11:08:49.116,6.012,1,56,21,21.02,22.33,45.004,46.884,47.473,1.715,2.094,2.389,46.964,49.507,49.598,100.161,102.178,102.362,22.937,23.027,23.03,44.782,46.652,47.199,785.991,1265.664,1314.493,48.0,94.13,43.0,565.6,4096.0,220.0,29.8,126.0,1132.3,26.04,65.0,1732.0,19.0,102.1,90,8797.3,15708.2,56.0,1195.1,0.0,4352.0,0.0
2026-09-04T11:08:50.116,7.012,1,67,11,11.0,22.36,44.968,46.475,46.774,1.68,2.0,2.137,46.957,48.4,48.557,99.75,102.455,102.495,22.963,23.049,23.065,44.719,46.204,46.533,122.372,187.524,212.673,23.0,49.19,20.0,565.6,4096.0,220.0,29.8,126.0,1132.3,21.73,65.0,1732.0,17.4,55.0,90,8837.2,15708.2,56.3,1195.1,0.0,4352.0,0.0
2026-09-04T11:08:51.116,8.012,1,77,10,10.0,22.01,45.715,47.755,47.89,1.748,1.918,1.936,47.82,49.86,49.944,99.757,102.011,102.032,23.083,23.565,23.927,45.444,47.458,47.57,108.453,112.152,112.257,23.0,45.44,21.0,565.6,4096.0,220.0,29.8,126.0,1132.3,19.42,65.0,1732.0,21.2,52.0,90,8873.5,15708.2,56.5,1195.2,0.0,4352.0,0.0
2026-09-04T11:08:52.116,9.012,1,87,10,10.0,21.83,46.086,47.333,47.546,1.793,2.098,2.101,48.263,49.501,49.543,99.616,101.433,101.9,23.923,24.018,24.023,45.812,47.021,47.243,110.852,116.743,119.445,24.0,45.81,20.0,565.6,4096.0,220.0,29.8,126.0,1132.3,17.43,65.0,1575.0,9.1,52.0,90,8874.4,15708.2,56.5,1195.2,0.0,4352.0,0.0
2026-09-04T11:08:53.118,10.014,1,97,10,9.98,21.74,46.234,48.479,48.723,1.677,2.211,2.561,48.242,50.909,51.521,100.327,103.041,104.156,23.918,24.102,24.132,45.991,48.207,48.452,108.612,113.243,114.026,24.0,45.91,20.0,565.6,4096.0,220.0,29.8,126.0,1132.3,16.96,65.0,1575.0,15.8,50.9,90,8684.6,15708.2,55.3,1195.3,0.0,4352.0,0.0
