wall_time,elapsed_s,clients,scans_total,scans_in_window,scan_rate_hz,drspaam_fps,inference_ms_mean,inference_ms_p95,inference_ms_max,predict_ms_mean,predict_ms_p95,predict_ms_max,grpc_service_ms_mean,grpc_service_ms_p95,grpc_service_ms_max,grpc_wire_ms_mean,grpc_wire_ms_p95,gpu_util_percent,drspaam_gpu_duty_percent,gpu_mem_util_percent,gpu_mem_used_mb,gpu_mem_total_mb,gpu_proc_mem_mb,torch_alloc_mb,torch_reserved_mb,torch_peak_mb,gpu_power_w,gpu_temp_c,gpu_sm_clock_mhz,cpu_percent_system,cpu_percent_process,proc_threads,ram_used_mb,ram_total_mb,ram_percent,proc_rss_mb,swap_used_mb,swap_total_mb,swap_percent
2026-08-30T21:37:15.333,1.013,2,0,0,0.0,,,,,,,,,,,,,0.0,,0.0,476.9,4096.0,132.0,26.5,56.0,38.8,13.3,74.0,1575.0,6.1,34.5,86,9791.9,15708.2,62.3,919.2,624.9,4352.0,14.4
2026-08-30T21:37:16.332,2.013,2,0,0,0.0,,,,,,,,,,,,,14.0,,8.0,608.9,4096.0,264.0,140.9,178.0,819.0,16.27,74.0,1575.0,11.0,104.1,86,9961.3,15708.2,63.4,1092.3,624.9,4352.0,14.4
2026-08-30T21:37:17.332,3.013,2,1,1,1.0,0.69,1442.123,1442.123,1442.123,1424.755,1424.755,1424.755,,,,,,18.0,144.2,12.0,524.9,4096.0,180.0,32.7,84.0,819.0,15.23,74.0,1575.0,12.4,134.9,93,10100.6,15708.2,64.3,1236.6,624.9,4352.0,14.4
2026-08-30T21:37:18.332,4.013,2,30,29,29.0,15.98,62.562,75.165,1080.742,54.1,66.503,1069.239,,,,,,60.0,181.43,54.0,552.9,4096.0,208.0,31.6,104.0,828.7,23.31,76.0,1717.0,12.3,104.0,93,10105.9,15708.2,64.3,1243.9,624.9,4352.0,14.4
2026-08-30T21:37:19.333,5.014,2,73,43,42.96,44.39,22.525,23.753,24.384,14.651,14.737,14.78,,,,,,61.0,96.76,55.0,552.9,4096.0,208.0,31.6,104.0,828.7,31.24,77.0,1717.0,16.0,105.9,93,10106.7,15708.2,64.3,1244.0,624.9,4352.0,14.4
2026-08-30T21:37:20.332,6.013,2,112,39,39.04,43.79,22.835,24.337,25.041,14.709,14.841,14.939,,,,,,54.0,89.15,49.0,552.9,4096.0,208.0,30.7,104.0,828.7,30.85,77.0,1717.0,18.5,96.1,93,10123.7,15708.2,64.4,1244.2,624.9,4352.0,14.4
2026-08-30T21:37:21.332,7.013,2,132,20,20.0,44.87,22.284,22.866,23.728,14.681,14.753,14.932,,,,,,20.0,44.56,17.0,552.9,4096.0,208.0,30.7,104.0,828.7,22.99,76.0,1717.0,11.0,51.0,93,10146.4,15708.2,64.6,1244.2,624.9,4352.0,14.4
2026-08-30T21:37:22.332,8.013,2,151,19,19.0,44.69,22.377,22.923,23.012,14.852,15.322,15.345,,,,,,30.0,42.52,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,22.15,76.0,1575.0,7.5,52.0,93,10137.2,15708.2,64.5,1244.3,624.9,4352.0,14.4
2026-08-30T21:37:23.332,9.013,2,171,20,20.0,43.8,22.83,23.893,24.185,15.247,15.38,15.566,,,,,,31.0,45.66,27.0,552.9,4096.0,208.0,31.6,104.0,828.7,19.82,76.0,1575.0,7.0,52.0,93,10109.3,15708.2,64.4,1244.3,624.9,4352.0,14.4
2026-08-30T21:37:24.334,10.014,2,191,20,19.97,43.83,22.818,23.45,23.77,15.264,15.408,15.446,,,,,,29.0,45.57,24.0,552.9,4096.0,208.0,56.4,104.0,828.7,19.85,76.0,1575.0,7.5,51.9,93,10119.0,15708.2,64.4,1244.3,624.9,4352.0,14.4
2026-08-30T21:37:25.332,11.013,2,210,19,19.03,42.84,23.344,25.338,26.466,15.387,15.626,17.588,,,,,,30.0,44.42,25.0,552.9,4096.0,208.0,31.6,104.0,828.7,19.92,75.0,1575.0,12.9,51.1,93,10106.5,15708.2,64.3,1244.3,624.9,4352.0,14.4
2026-08-30T21:37:26.332,12.013,2,230,20,20.0,43.75,22.857,24.06,25.428,15.236,15.35,15.368,,,,,,30.0,45.71,25.0,552.9,4096.0,208.0,31.6,104.0,828.7,19.97,76.0,1575.0,7.1,52.0,93,10104.9,15708.2,64.3,1244.3,624.9,4352.0,14.4
2026-08-30T21:37:27.332,13.013,2,250,20,20.0,43.27,23.113,24.961,25.538,15.287,15.41,15.421,,,,,,30.0,46.22,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.98,76.0,1575.0,7.3,52.0,93,10105.9,15708.2,64.3,1244.4,624.9,4352.0,14.4
2026-08-30T21:37:28.332,14.013,2,270,20,20.0,42.41,23.577,24.856,26.091,15.291,15.38,15.526,,,,,,30.0,47.16,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.98,76.0,1575.0,8.6,53.9,93,10094.4,15708.2,64.3,1244.4,624.9,4352.0,14.4
2026-08-30T21:37:29.333,15.014,2,290,20,19.98,43.09,23.206,24.326,25.868,15.275,15.461,15.531,,,,,,30.0,46.37,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.98,76.0,1575.0,8.8,52.0,93,10091.1,15708.2,64.2,1244.4,624.9,4352.0,14.4
2026-08-30T21:37:30.332,16.013,2,310,20,20.02,43.27,23.113,24.09,24.782,15.301,15.464,15.495,,,,,,14.0,46.28,12.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.64,76.0,1575.0,8.3,53.1,93,10082.0,15708.2,64.2,1244.5,624.9,4352.0,14.4
2026-08-30T21:37:31.332,17.013,2,330,20,20.0,43.41,23.038,23.788,23.89,15.283,15.5,15.547,,,,,,30.0,46.07,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.98,76.0,1575.0,8.0,52.0,93,10082.1,15708.2,64.2,1244.5,624.9,4352.0,14.4
2026-08-30T21:37:32.332,18.013,2,350,20,20.0,43.36,23.063,24.015,24.036,15.311,15.435,15.455,,,,,,30.0,46.13,26.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.95,76.0,1575.0,7.3,53.0,93,10083.0,15708.2,64.2,1244.5,624.9,4352.0,14.4
2026-08-30T21:37:33.332,19.013,2,370,20,20.0,43.23,23.133,24.521,25.048,15.3,15.472,15.505,,,,,,16.0,46.27,13.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.52,76.0,1575.0,8.5,53.0,93,10048.9,15708.2,64.0,1244.5,624.9,4352.0,14.4
2026-08-30T21:37:34.333,20.014,2,390,20,19.98,43.47,23.007,23.912,24.748,15.333,15.561,15.604,,,,,,30.0,45.97,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.94,76.0,1575.0,8.5,53.9,93,10043.6,15708.2,63.9,1244.6,624.9,4352.0,14.4
2026-08-30T21:37:35.332,21.013,2,409,19,19.02,43.27,23.109,24.896,25.172,15.312,15.461,15.587,,,,,,29.0,43.95,25.0,552.9,4096.0,208.0,31.6,104.0,828.7,19.95,76.0,1575.0,8.9,53.1,93,10033.8,15708.2,63.9,1244.6,624.9,4352.0,14.4
2026-08-30T21:37:36.332,22.013,2,429,20,20.0,43.45,23.013,24.205,24.848,15.265,15.361,15.383,,,,,,29.0,46.03,25.0,552.9,4096.0,208.0,31.6,104.0,828.7,19.8,76.0,1575.0,9.2,52.0,93,10040.2,15708.2,63.9,1244.6,624.9,4352.0,14.4
2026-08-30T21:37:37.332,23.013,2,449,20,20.0,43.64,22.914,24.112,25.01,15.295,15.512,15.575,,,,,,30.0,45.83,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.97,76.0,1575.0,8.5,54.0,93,10035.4,15708.2,63.9,1244.6,624.9,4352.0,14.4
2026-08-30T21:37:38.332,24.013,2,468,19,19.0,43.34,23.076,24.628,27.339,15.271,15.414,15.552,,,,,,30.0,43.84,25.0,552.9,4096.0,208.0,31.6,104.0,828.7,20.01,76.0,1575.0,8.3,52.0,93,10024.9,15708.2,63.8,1244.6,624.9,4352.0,14.4
2026-08-30T21:37:39.333,25.014,2,488,20,19.98,43.26,23.118,24.613,25.386,15.245,15.353,15.382,,,,,,30.0,46.19,25.0,552.9,4096.0,208.0,31.6,104.0,828.7,20.0,76.0,1575.0,8.9,52.9,93,10027.6,15708.2,63.8,1244.6,624.9,4352.0,14.4
2026-08-30T21:37:40.332,26.013,2,508,20,20.02,43.78,22.84,23.757,24.645,15.295,15.463,15.464,,,,,,30.0,45.73,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.01,76.0,1575.0,8.1,51.0,93,10034.0,15708.2,63.9,1244.6,624.9,4352.0,14.4
2026-08-30T21:37:41.332,27.013,2,528,20,20.0,43.41,23.036,24.345,25.641,15.275,15.4,15.437,,,,,,30.0,46.07,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.02,76.0,1575.0,8.4,53.0,93,10032.3,15708.2,63.9,1244.6,624.9,4352.0,14.4
2026-08-30T21:37:42.332,28.013,2,548,20,20.0,43.02,23.244,24.716,25.002,15.296,15.501,15.569,,,,,,15.0,46.49,13.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.73,76.0,1575.0,8.1,53.0,93,10032.5,15708.2,63.9,1244.6,624.9,4352.0,14.4
2026-08-30T21:37:43.332,29.013,2,568,20,20.0,42.72,23.409,25.551,25.938,15.249,15.337,15.346,,,,,,30.0,46.82,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.03,76.0,1575.0,8.7,55.0,93,10029.4,15708.2,63.8,1244.7,624.9,4352.0,14.4
2026-08-30T21:37:44.334,30.015,2,588,20,19.96,42.89,23.313,24.736,25.386,15.26,15.446,15.449,,,,,,29.0,46.53,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.98,76.0,1575.0,7.8,54.8,93,10011.8,15708.2,63.7,1244.7,624.9,4352.0,14.4
2026-08-30T21:37:45.332,31.013,2,608,20,20.04,43.49,22.993,23.761,23.967,15.255,15.357,15.396,,,,,,11.0,46.08,9.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.53,76.0,1575.0,7.9,54.1,93,10017.3,15708.2,63.8,1244.7,624.9,4352.0,14.4
2026-08-30T21:37:46.332,32.013,2,628,20,20.0,43.53,22.97,24.303,24.527,15.251,15.409,15.449,,,,,,30.0,45.94,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.92,76.0,1575.0,7.7,53.0,93,10017.6,15708.2,63.8,1244.7,624.9,4352.0,14.4
2026-08-30T21:37:47.333,33.013,2,647,19,19.0,41.88,23.878,25.625,26.083,15.279,15.421,15.471,,,,,,28.0,45.36,24.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.96,76.0,1575.0,9.0,55.9,93,10018.5,15708.2,63.8,1244.7,624.9,4352.0,14.4
2026-08-30T21:37:48.332,34.013,2,667,20,20.0,42.46,23.553,25.358,25.384,15.252,15.358,15.398,,,,,,27.0,47.11,23.0,552.9,4096.0,208.0,31.6,104.0,828.7,19.85,76.0,1575.0,9.1,56.1,93,10011.4,15708.2,63.7,1244.7,624.9,4352.0,14.4
2026-08-30T21:37:49.334,35.014,2,687,20,19.97,42.93,23.294,24.742,25.636,15.248,15.316,15.351,,,,,,30.0,46.52,25.0,552.9,4096.0,208.0,64.6,104.0,828.7,19.96,76.0,1575.0,9.3,53.9,93,10007.2,15708.2,63.7,1244.7,624.9,4352.0,14.4
2026-08-30T21:37:50.334,36.013,2,707,20,20.02,42.77,23.38,24.513,25.128,15.263,15.382,15.469,,,,,,30.0,46.82,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.05,76.0,1575.0,8.4,53.0,93,10012.0,15708.2,63.7,1244.7,624.9,4352.0,14.4
2026-08-30T21:37:51.332,37.013,2,726,19,19.0,41.36,24.181,25.958,26.91,15.278,15.363,15.373,,,,,,30.0,45.95,25.0,552.9,4096.0,208.0,31.6,104.0,828.7,20.05,76.0,1575.0,8.9,55.1,93,10020.2,15708.2,63.8,1244.7,624.9,4352.0,14.4
2026-08-30T21:37:52.332,38.013,2,746,20,20.0,41.02,24.378,25.936,26.489,15.255,15.367,15.373,,,,,,30.0,48.76,25.0,552.9,4096.0,208.0,30.8,104.0,828.7,20.06,76.0,1575.0,7.6,57.0,93,10018.5,15708.2,63.8,1244.7,624.9,4352.0,14.4
2026-08-30T21:37:53.332,39.013,2,766,20,20.0,40.29,24.822,26.961,26.961,15.283,15.369,15.372,,,,,,30.0,49.64,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.06,76.0,1575.0,8.2,55.0,93,10012.2,15708.2,63.7,1244.7,624.9,4352.0,14.4
2026-08-30T21:37:54.333,40.014,2,786,20,19.98,40.98,24.402,26.119,26.303,15.238,15.349,15.376,,,,,,15.0,48.76,13.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.76,76.0,1575.0,7.7,56.9,93,10012.1,15708.2,63.7,1244.7,624.9,4352.0,14.4
2026-08-30T21:37:55.332,41.013,2,806,20,20.02,40.68,24.583,26.244,26.261,15.308,15.399,15.724,,,,,,30.0,49.21,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.06,76.0,1575.0,8.9,58.0,93,10022.2,15708.2,63.8,1244.7,624.9,4352.0,14.4
2026-08-30T21:37:56.332,42.013,2,826,20,20.0,42.08,23.764,25.634,25.959,15.291,15.398,15.442,,,,,,29.0,47.53,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.98,77.0,1575.0,9.2,56.0,93,10019.9,15708.2,63.8,1244.7,624.9,4352.0,14.4
2026-08-30T21:37:57.332,43.013,2,846,20,20.0,42.42,23.572,24.838,25.261,15.297,15.49,15.494,,,,,,9.0,47.15,7.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.55,76.0,1575.0,9.1,55.0,93,10018.3,15708.2,63.8,1244.7,624.9,4352.0,14.4
2026-08-30T21:37:58.332,44.013,2,866,20,20.0,42.11,23.745,25.428,25.616,15.3,15.537,15.606,,,,,,30.0,47.49,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.98,77.0,1575.0,9.4,55.0,93,10008.3,15708.2,63.7,1244.8,624.9,4352.0,14.4
2026-08-30T21:37:59.335,45.015,2,886,20,19.95,40.48,24.701,26.238,26.403,15.317,15.462,15.519,,,,,,27.0,49.28,23.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.96,76.0,1575.0,9.6,57.9,93,10005.3,15708.2,63.7,1244.8,624.9,4352.0,14.4
2026-08-30T21:38:00.332,46.013,2,905,19,19.05,42.8,23.365,24.799,24.86,15.294,15.406,15.634,,,,,,25.0,44.5,20.0,552.9,4096.0,208.0,31.6,104.0,828.7,19.84,76.0,1575.0,9.0,54.1,93,10014.6,15708.2,63.8,1244.8,624.9,4352.0,14.4
2026-08-30T21:38:01.332,47.013,2,925,20,20.0,42.9,23.312,24.533,26.914,15.257,15.348,15.399,,,,,,30.0,46.62,25.0,552.9,4096.0,208.0,31.6,104.0,828.7,20.01,76.0,1575.0,8.8,54.0,93,10014.9,15708.2,63.8,1244.8,624.9,4352.0,14.4
2026-08-30T21:38:02.332,48.013,2,945,20,20.0,43.4,23.042,23.965,24.461,15.261,15.403,15.41,,,,,,30.0,46.09,25.0,552.9,4096.0,208.0,30.8,104.0,828.7,20.09,76.0,1575.0,8.6,52.0,93,10010.3,15708.2,63.7,1244.8,624.9,4352.0,14.4
2026-08-30T21:38:03.332,49.013,2,964,19,19.0,43.55,22.961,24.001,25.485,15.282,15.483,15.533,,,,,,30.0,43.63,25.0,552.9,4096.0,208.0,31.6,104.0,828.7,20.1,76.0,1575.0,8.5,51.0,93,10003.0,15708.2,63.7,1244.8,624.9,4352.0,14.4
2026-08-30T21:38:04.333,50.014,2,984,20,19.98,43.72,22.874,24.218,24.827,15.323,15.434,16.628,,,,,,30.0,45.69,25.0,552.9,4096.0,208.0,31.6,104.0,828.7,20.09,76.0,1575.0,8.9,51.9,93,10011.9,15708.2,63.7,1244.8,624.9,4352.0,14.4
2026-08-30T21:38:05.332,51.013,2,1004,20,20.02,43.38,23.052,23.774,23.833,15.252,15.366,15.403,,,,,,30.0,46.16,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.1,76.0,1575.0,7.7,51.0,93,10020.7,15708.2,63.8,1244.8,624.9,4352.0,14.4
2026-08-30T21:38:06.332,52.013,2,1024,20,20.0,43.63,22.919,23.77,25.517,15.257,15.358,15.375,,,,,,15.0,45.84,13.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.81,77.0,1575.0,7.4,52.0,93,10026.2,15708.2,63.8,1244.8,624.9,4352.0,14.4
2026-08-30T21:38:07.332,53.013,2,1044,20,20.0,43.41,23.034,23.657,23.674,15.246,15.377,15.383,,,,,,30.0,46.07,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.43,76.0,1575.0,7.4,53.0,93,10023.0,15708.2,63.8,1244.8,624.9,4352.0,14.4
2026-08-30T21:38:08.332,54.013,2,1064,20,20.0,43.51,22.981,23.476,24.0,15.278,15.409,15.413,,,,,,30.0,45.96,26.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.06,77.0,1575.0,8.8,52.0,93,10015.6,15708.2,63.8,1244.8,624.9,4352.0,14.4
2026-08-30T21:38:09.333,55.014,2,1084,20,19.98,43.35,23.068,23.488,23.726,15.289,15.425,15.57,,,,,,10.0,46.09,8.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.6,76.0,1575.0,8.5,52.0,93,10015.2,15708.2,63.8,1244.8,624.9,4352.0,14.4
2026-08-30T21:38:10.332,56.013,2,1104,20,20.02,43.14,23.178,24.23,24.327,15.277,15.349,15.408,,,,,,30.0,46.41,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.04,77.0,1575.0,8.6,52.1,93,10016.8,15708.2,63.8,1244.8,624.9,4352.0,14.4
2026-08-30T21:38:11.332,57.013,2,1124,20,20.0,43.04,23.232,23.992,24.235,15.273,15.414,15.484,,,,,,29.0,46.47,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.02,77.0,1575.0,8.5,55.0,93,10015.9,15708.2,63.8,1244.8,624.9,4352.0,14.4
2026-08-30T21:38:12.332,58.013,2,1143,19,19.0,42.84,23.345,24.451,24.751,15.268,15.384,15.432,,,,,,26.0,44.35,22.0,552.9,4096.0,208.0,31.6,104.0,828.7,19.89,76.0,1575.0,8.4,54.0,93,10023.7,15708.2,63.8,1244.8,624.9,4352.0,14.4
2026-08-30T21:38:13.332,59.013,2,1163,20,20.0,40.21,24.867,28.548,28.693,15.293,15.543,15.545,,,,,,30.0,49.73,25.0,552.9,4096.0,208.0,31.6,104.0,828.7,20.07,77.0,1575.0,14.3,57.0,93,10005.5,15708.2,63.7,1244.8,624.9,4352.0,14.4
2026-08-30T21:38:14.334,60.014,2,1183,20,19.97,41.9,23.865,25.716,25.802,15.263,15.361,15.428,,,,,,30.0,47.66,25.0,552.9,4096.0,208.0,37.7,104.0,828.7,20.12,76.0,1575.0,9.1,55.9,93,10006.5,15708.2,63.7,1244.8,624.9,4352.0,14.4
2026-08-30T21:38:15.334,61.015,2,1203,20,20.0,42.85,23.335,24.553,24.592,15.284,15.435,15.779,,,,,,30.0,46.66,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.13,76.0,1575.0,8.6,54.0,93,10011.1,15708.2,63.7,1244.8,624.9,4352.0,14.4
2026-08-30T21:38:16.332,62.013,2,1222,19,19.03,42.52,23.518,24.992,27.396,15.253,15.317,15.319,,,,,,30.0,44.76,25.0,552.9,4096.0,208.0,31.6,104.0,828.7,20.12,76.0,1575.0,8.5,53.1,93,10015.5,15708.2,63.8,1244.8,624.9,4352.0,14.4
2026-08-30T21:38:17.332,63.013,2,1242,20,20.0,41.22,24.26,25.61,25.725,15.222,15.324,15.361,,,,,,30.0,48.52,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.12,76.0,1575.0,7.3,56.0,93,10013.7,15708.2,63.7,1244.8,624.9,4352.0,14.4
2026-08-30T21:38:18.332,64.013,2,1262,20,20.0,41.53,24.077,25.457,25.578,15.261,15.358,15.4,,,,,,13.0,48.15,12.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.78,77.0,1575.0,8.3,55.0,93,10002.1,15708.2,63.7,1244.8,624.9,4352.0,14.4
2026-08-30T21:38:19.333,65.014,2,1282,20,19.98,41.08,24.344,26.015,26.186,15.304,15.431,15.552,,,,,,31.0,48.63,26.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.52,77.0,1575.0,10.2,55.9,93,9995.5,15708.2,63.6,1244.9,624.9,4352.0,14.4
2026-08-30T21:38:20.332,66.013,2,1302,20,20.02,39.61,25.246,29.461,29.891,15.36,15.588,15.608,,,,,,28.0,50.55,24.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.99,77.0,1575.0,11.9,60.1,93,9996.2,15708.2,63.6,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:21.332,67.013,2,1322,20,20.0,41.28,24.224,25.429,26.179,15.277,15.352,15.368,,,,,,15.0,48.45,13.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.71,76.0,1575.0,8.4,56.0,93,9994.8,15708.2,63.6,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:22.332,68.013,2,1342,20,20.0,41.77,23.94,25.447,25.632,15.245,15.332,15.347,,,,,,30.0,47.88,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.15,77.0,1575.0,8.0,56.0,93,9996.4,15708.2,63.6,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:23.332,69.013,2,1362,20,20.0,40.94,24.424,25.511,25.563,15.267,15.41,15.425,,,,,,28.0,48.85,24.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.05,77.0,1575.0,8.4,57.0,93,9990.1,15708.2,63.6,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:24.335,70.014,2,1382,19,18.97,41.89,23.874,24.94,25.441,15.279,15.391,15.417,,,,,,26.0,45.3,22.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.92,76.0,1575.0,8.8,54.8,93,9984.8,15708.2,63.6,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:25.332,71.013,2,1401,20,20.03,42.23,23.678,25.015,25.147,15.245,15.332,15.412,,,,,,30.0,47.42,25.0,552.9,4096.0,208.0,31.6,104.0,828.7,20.09,77.0,1575.0,8.0,53.2,93,9996.6,15708.2,63.6,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:26.332,72.013,2,1421,20,20.0,41.88,23.878,24.514,24.878,15.295,15.468,15.859,,,,,,30.0,47.76,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.14,77.0,1575.0,8.1,52.0,93,10003.0,15708.2,63.7,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:27.332,73.013,2,1440,19,19.0,41.12,24.319,25.641,25.899,15.251,15.38,15.47,,,,,,30.0,46.2,25.0,552.9,4096.0,208.0,31.6,104.0,828.7,20.16,77.0,1575.0,7.4,55.0,93,10001.8,15708.2,63.7,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:28.332,74.013,2,1460,20,20.0,41.63,24.023,25.976,26.843,15.257,15.398,15.414,,,,,,30.0,48.05,25.0,552.9,4096.0,208.0,31.6,104.0,828.7,20.15,76.0,1575.0,8.1,56.0,93,9991.5,15708.2,63.6,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:29.334,75.015,2,1480,20,19.96,40.64,24.604,26.722,27.089,15.304,15.465,15.498,,,,,,30.0,49.11,25.0,552.9,4096.0,208.0,39.0,104.0,828.7,20.18,77.0,1575.0,11.8,56.9,93,9998.8,15708.2,63.7,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:30.332,76.013,2,1500,20,20.04,40.79,24.516,26.837,27.406,15.283,15.392,15.849,,,,,,15.0,49.12,13.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.84,77.0,1575.0,8.9,55.1,93,10002.1,15708.2,63.7,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:31.332,77.013,2,1520,20,20.0,42.91,23.305,24.831,24.942,15.258,15.373,15.525,,,,,,30.0,46.61,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.52,77.0,1575.0,9.2,55.0,93,10003.2,15708.2,63.7,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:32.332,78.013,2,1540,20,20.0,42.55,23.505,25.377,25.997,15.295,15.464,15.479,,,,,,30.0,47.01,26.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.11,77.0,1575.0,9.1,54.0,93,9999.2,15708.2,63.7,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:33.332,79.013,2,1560,20,20.0,42.19,23.703,25.379,25.786,15.281,15.423,15.577,,,,,,14.0,47.41,12.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.61,76.0,1575.0,9.3,56.0,93,9993.2,15708.2,63.6,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:34.333,80.014,2,1580,20,19.97,41.25,24.243,25.631,25.999,15.275,15.377,15.405,,,,,,30.0,48.42,25.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.17,77.0,1575.0,9.5,55.9,93,10002.7,15708.2,63.7,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:35.332,81.013,2,1600,20,20.03,42.2,23.696,25.213,26.544,15.259,15.377,15.4,,,,,,26.0,47.45,22.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.0,77.0,1575.0,9.5,57.1,93,10000.8,15708.2,63.7,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:36.332,82.013,2,1620,20,20.0,42.69,23.427,24.941,24.985,15.276,15.39,15.436,,,,,,27.0,46.86,23.0,552.9,4096.0,208.0,30.7,104.0,828.7,20.05,77.0,1575.0,10.7,55.0,93,10014.5,15708.2,63.8,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:37.332,83.013,2,1639,19,19.0,43.48,23.0,24.811,24.85,15.295,15.54,15.634,,,,,,30.0,43.7,25.0,552.9,4096.0,208.0,31.6,104.0,828.7,20.15,77.0,1575.0,8.9,54.0,93,10009.8,15708.2,63.7,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:38.332,84.013,2,1659,20,20.0,42.72,23.409,25.228,25.351,15.311,15.524,16.4,,,,,,30.0,46.82,25.0,552.9,4096.0,208.0,31.6,104.0,828.7,20.17,77.0,1575.0,9.0,53.0,93,10001.4,15708.2,63.7,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:39.334,85.014,2,1679,20,19.97,43.36,23.062,24.48,24.972,15.266,15.371,15.512,,,,,,30.0,46.06,25.0,552.9,4096.0,208.0,37.0,104.0,828.7,20.18,77.0,1575.0,9.4,54.9,93,10001.6,15708.2,63.7,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:40.333,86.013,2,1698,19,19.02,42.88,23.319,24.668,25.734,15.331,15.608,16.174,,,,,,30.0,44.36,25.0,552.9,4096.0,208.0,31.6,104.0,828.7,20.19,77.0,1575.0,8.3,53.0,93,10009.3,15708.2,63.7,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:41.332,87.013,2,1718,20,20.0,43.32,23.084,24.67,25.569,15.262,15.36,15.399,,,,,,30.0,46.16,25.0,552.9,4096.0,208.0,31.6,104.0,828.7,20.19,77.0,1575.0,8.5,52.0,93,10006.2,15708.2,63.7,1244.9,624.8,4352.0,14.4
2026-08-30T21:38:42.332,88.013,2,1738,20,20.0,44.08,22.684,23.286,23.668,15.281,15.395,15.476,,,,,,15.0,45.37,13.0,552.9,4096.0,208.0,30.7,104.0,828.7,19.88,77.0,1575.0,7.4,51.0,93,10004.8,15708.2,63.7,1244.9,624.8,4352.0,14.4
