method,run,metric,n_windows,mean,std,min,median,max
wifi,static / seq,torch_peak_mb,62,1459.103225806451,210.65045786624736,55.6,1501.9,1501.9
wifi,static / seq,gpu_power_w,62,15.186612903225807,0.6790734853602385,11.69,15.285,17.57
wifi,static / seq,gpu_temp_c,62,67.16129032258064,2.042126410138897,63.0,67.0,70.0
wifi,static / seq,gpu_sm_clock_mhz,62,1581.741935483871,29.165404772379777,1575.0,1575.0,1732.0
wifi,static / seq,cpu_percent_system,62,20.441935483870974,5.399014736682701,8.7,20.0,32.1
wifi,static / seq,cpu_percent_process,62,233.95322580645163,73.12815769893275,74.4,228.95,378.7
wifi,static / seq,proc_threads,62,71.7741935483871,1.246889307649827,65.0,72.0,72.0
wifi,static / seq,ram_used_mb,62,6831.011290322582,56.416809798285946,6549.4,6833.450000000001,7000.3
wifi,static / seq,ram_total_mb,62,15708.199999999995,5.501515629051179e-12,15708.2,15708.2,15708.2
wifi,static / seq,ram_percent,62,43.48709677419356,0.35551111714776645,41.7,43.5,44.6
wifi,static / seq,proc_rss_mb,62,1223.5596774193546,36.94198579730568,960.8,1229.9,1230.7
wifi,static / seq,swap_used_mb,62,0.0,0.0,0.0,0.0,0.0
wifi,static / seq,swap_total_mb,62,4352.0,0.0,4352.0,4352.0,4352.0
wifi,static / seq,swap_percent,62,0.0,0.0,0.0,0.0,0.0
wifi,static / pipelined,elapsed_s,60,30.532799999999995,17.464320076144787,1.032,30.533,60.034
wifi,static / pipelined,publishers,60,1.0,0.0,1.0,1.0,1.0
wifi,static / pipelined,scans_total,60,235.63333333333333,157.0577964076581,0.0,223.0,508.0
wifi,static / pipelined,scans_in_window,60,8.466666666666667,3.280485013058885,0.0,10.0,12.0
wifi,static / pipelined,scan_rate_hz,60,8.465833333333332,3.279808950443978,0.0,10.0,12.0
wifi,static / pipelined,drspaam_fps,57,24.678596491228067,9.351553048748583,0.65,28.51,31.01
wifi,static / pipelined,t_det_ms_mean,57,131.90466666666666,313.837733351644,32.705,35.644,1544.857
wifi,static / pipelined,t_det_ms_p95,57,183.5569298245614,353.6170471022017,35.246,39.467,1544.857
wifi,static / pipelined,t_det_ms_max,57,216.6044035087719,411.77862643128753,35.465,39.98,1544.857
wifi,static / pipelined,t_track_ms_mean,57,1.0051929824561405,0.29987351134606327,0.677,0.91,2.097
wifi,static / pipelined,t_track_ms_p95,57,1.2318771929824561,0.4406042146131118,0.677,1.074,2.79
wifi,static / pipelined,t_track_ms_max,57,1.2816666666666667,0.4793681605335646,0.677,1.104,2.99
wifi,static / pipelined,t_lat_ms_mean,57,138.45845614035088,319.5001449493898,35.285,39.263,1549.422
wifi,static / pipelined,t_lat_ms_p95,57,192.662649122807,362.0568489098822,40.262,43.466,1549.422
wifi,static / pipelined,t_lat_ms_max,57,223.98919298245613,416.9212691695879,40.337,44.104,1549.422
wifi,static / pipelined,t_scan_ms_mean,56,162.8470714285714,245.8283708846743,99.058,100.0365,1498.997
wifi,static / pipelined,t_scan_ms_p95,56,222.294,313.24077215057895,100.173,101.708,1498.997
wifi,static / pipelined,t_scan_ms_max,56,253.13392857142858,366.2619346826112,100.173,102.0505,1498.997
wifi,static / pipelined,t_fwd_ms_mean,57,118.89247368421053,312.7603861621377,20.805,22.552,1519.404
wifi,static / pipelined,t_fwd_ms_p95,57,201.23070175438596,409.87636744650405,22.884,25.136,1519.404
wifi,static / pipelined,t_fwd_ms_max,57,202.1975087719298,412.00064949199515,22.884,25.136,1519.404
wifi,static / pipelined,inference_ms_mean,57,131.2967719298246,313.5740851015695,32.244,35.081,1542.824
wifi,static / pipelined,inference_ms_p95,57,182.8974210526316,353.427429535094,34.948,39.043,1542.824
wifi,static / pipelined,inference_ms_max,57,215.96429824561403,411.64813907788346,35.148,39.425,1542.824
wifi,static / pipelined,missed_percent,60,0.034166666666666665,0.12893687414438235,0.0,0.0,0.52
wifi,static / pipelined,jitter_ms,60,11.926166666666667,7.6498536801486345,4.45,9.945,52.26
wifi,static / pipelined,wire_ms_mean,60,116.21280000000002,14.110964012042288,107.34,113.78649999999999,212.019
wifi,static / pipelined,wire_ms_p95,60,138.76245,42.18114453061595,110.716,131.1975,383.229
wifi,static / pipelined,wire_ms_max,60,148.82756666666666,50.887013135738634,111.745,142.333,418.076
wifi,static / pipelined,busy_drop_in_window,60,1.5166666666666666,3.0224676564792676,0.0,0.0,10.0
wifi,static / pipelined,gpu_util_percent,60,19.933333333333334,7.655432693030102,0.0,22.0,44.0
wifi,static / pipelined,drspaam_gpu_duty_percent,57,48.64157894736842,35.51255405735684,10.33,34.86,154.25
wifi,static / pipelined,gpu_mem_util_percent,60,16.633333333333333,6.509358755855248,0.0,18.0,35.0
wifi,static / pipelined,gpu_mem_used_mb,60,552.2333333333335,24.06676213261815,488.9,565.9,572.9
wifi,static / pipelined,gpu_mem_total_mb,60,4096.0,0.0,4096.0,4096.0,4096.0
wifi,static / pipelined,gpu_proc_mem_mb,60,207.1,24.167284231345565,144.0,221.0,228.0
wifi,static / pipelined,torch_alloc_mb,60,26.08,5.221851090710968,23.7,23.8,45.7
wifi,static / pipelined,torch_reserved_mb,60,112.86666666666666,24.245542429148,50.0,127.0,134.0
wifi,static / pipelined,torch_peak_mb,60,890.6733333333333,108.34349779347302,65.7,905.6,905.6
wifi,static / pipelined,gpu_power_w,60,15.187499999999998,0.4198208859396902,12.9,15.265,15.98
wifi,static / pipelined,gpu_temp_c,60,68.28333333333333,0.6661721329614916,67.0,68.0,69.0
wifi,static / pipelined,gpu_sm_clock_mhz,60,1578.0,13.75327387834916,1575.0,1575.0,1650.0
wifi,static / pipelined,cpu_percent_system,60,23.28666666666667,5.379920819361459,12.1,23.65,35.2
wifi,static / pipelined,cpu_percent_process,60,249.2433333333333,73.93438540106199,98.7,251.9,385.9
wifi,static / pipelined,proc_threads,60,72.76666666666667,1.2671423430357474,66.0,73.0,73.0
wifi,static / pipelined,ram_used_mb,60,6997.768333333334,61.60666784203536,6742.9,7014.55,7077.0
wifi,static / pipelined,ram_total_mb,60,15708.199999999995,5.503019391722163e-12,15708.2,15708.2,15708.2
wifi,static / pipelined,ram_percent,60,44.54999999999999,0.3993639010022417,42.9,44.7,45.1
wifi,static / pipelined,proc_rss_mb,60,1217.058333333333,36.27560366009029,962.3,1223.6,1224.4
wifi,static / pipelined,swap_used_mb,60,0.0,0.0,0.0,0.0,0.0
wifi,static / pipelined,swap_total_mb,60,4352.0,0.0,4352.0,4352.0,4352.0
wifi,static / pipelined,swap_percent,60,0.0,0.0,0.0,0.0,0.0
wifi,moving / seq,elapsed_s,68,34.53329411764705,19.773768251585928,1.033,34.533500000000004,68.033
wifi,moving / seq,publishers,68,1.0,0.0,1.0,1.0,1.0
wifi,moving / seq,scans_total,68,231.5,159.53668927203108,0.0,240.5,501.0
wifi,moving / seq,scans_in_window,68,7.367647058823529,3.7571997025599524,0.0,10.0,12.0
wifi,moving / seq,scan_rate_hz,68,7.3675,3.7570679163888174,0.0,9.985,12.0
wifi,moving / seq,drspaam_fps,64,22.982499999999998,12.451236567646285,0.66,29.725,36.12
wifi,moving / seq,t_det_ms_mean,64,158.58295312499996,300.91466758173016,28.092,34.094,1509.863
wifi,moving / seq,t_det_ms_p95,64,284.20003124999994,415.4048043515866,29.43,38.632,1509.863
wifi,moving / seq,t_det_ms_max,64,342.68449999999996,491.1833629173141,29.43,39.421,1509.863
wifi,moving / seq,t_track_ms_mean,64,1.55065625,0.5920460411834138,0.58,1.558,3.317
wifi,moving / seq,t_track_ms_p95,64,2.044203125,0.8679554918675815,0.58,2.0309999999999997,4.32
wifi,moving / seq,t_track_ms_max,64,2.145359375,0.9619453234501115,0.58,2.101,5.215
wifi,moving / seq,t_lat_ms_mean,64,166.57853125,305.56191521226833,30.558,38.468999999999994,1512.85
wifi,moving / seq,t_lat_ms_p95,64,293.4419375,421.43574613011884,33.236,43.226,1512.85
wifi,moving / seq,t_lat_ms_max,64,349.02209374999995,494.0880766515191,33.251,44.2495,1512.85
wifi,moving / seq,t_scan_ms_mean,63,199.66979365079362,284.4552363178045,97.918,100.1,1791.945
wifi,moving / seq,t_scan_ms_p95,63,311.2508412698413,388.7434405849767,97.918,102.025,1791.945
wifi,moving / seq,t_scan_ms_max,63,355.12753968253975,447.6263038823224,97.918,102.355,1791.945
wifi,moving / seq,t_fwd_ms_mean,64,147.13820312500002,299.97698926275757,19.541,22.5205,1485.55
wifi,moving / seq,t_fwd_ms_p95,64,271.5301875,415.45742112316816,19.541,24.627,1485.55
wifi,moving / seq,t_fwd_ms_max,64,329.966109375,491.5910538463022,19.541,25.1545,1485.55
wifi,moving / seq,inference_ms_mean,64,158.11496875,300.90019769378307,27.688,33.6425,1508.217
wifi,moving / seq,inference_ms_p95,64,283.68067187500003,415.42844205894903,29.232,37.866,1508.217
wifi,moving / seq,inference_ms_max,64,342.14896875000005,491.1965766593898,29.232,38.78,1508.217
wifi,moving / seq,missed_percent,68,0.0,0.0,0.0,0.0,0.0
wifi,moving / seq,jitter_ms,68,9.323970588235294,2.340093849186958,4.85,9.23,16.93
wifi,moving / seq,wire_ms_mean,68,115.0403529411765,19.40932200924721,107.174,113.10149999999999,270.804
wifi,moving / seq,wire_ms_p95,68,132.6572205882353,39.40155287940849,109.308,129.7135,438.4
wifi,moving / seq,wire_ms_max,68,140.78310294117648,40.250674759576206,109.374,141.2985,442.194
wifi,moving / seq,busy_drop_in_window,68,2.6323529411764706,3.489448537728262,0.0,0.0,10.0
wifi,moving / seq,gpu_util_percent,68,18.705882352941178,7.807495104503627,0.0,19.0,47.0
wifi,moving / seq,drspaam_gpu_duty_percent,64,56.31453125,44.19848733063687,2.92,33.155,150.82
wifi,moving / seq,gpu_mem_util_percent,68,16.235294117647058,6.552013811556761,0.0,18.0,37.0
wifi,moving / seq,gpu_mem_used_mb,68,555.9882352941177,112.5871782013689,460.9,536.9,1394.9
wifi,moving / seq,gpu_mem_total_mb,68,4096.0,0.0,4096.0,4096.0,4096.0
wifi,moving / seq,gpu_proc_mem_mb,68,205.7941176470588,106.9301011504509,116.0,192.0,1050.0
wifi,moving / seq,torch_alloc_mb,68,43.304411764705875,105.77432105748164,21.8,24.65,891.7
wifi,moving / seq,torch_reserved_mb,68,112.05882352941177,106.740567391004,30.0,98.0,956.0
wifi,moving / seq,torch_peak_mb,68,891.5426470588236,104.36418342011882,43.8,905.5,905.5
wifi,moving / seq,gpu_power_w,68,14.758235294117648,0.5390260458815679,11.53,14.879999999999999,15.74
wifi,moving / seq,gpu_temp_c,68,65.30882352941177,0.46544323094137746,65.0,65.0,66.0
wifi,moving / seq,gpu_sm_clock_mhz,68,1575.0,0.0,1575.0,1575.0,1575.0
wifi,moving / seq,cpu_percent_system,68,20.423529411764704,5.063363216166062,9.1,21.0,30.6
wifi,moving / seq,cpu_percent_process,68,215.9411764705882,69.2734344965909,65.8,207.0,354.7
wifi,moving / seq,proc_threads,68,71.79411764705883,1.191497534203194,65.0,72.0,72.0
wifi,moving / seq,ram_used_mb,68,6979.942647058822,64.11034637475828,6759.5,6956.4,7108.5
wifi,moving / seq,ram_total_mb,68,15708.199999999997,3.665027349081835e-12,15708.2,15708.2,15708.2
wifi,moving / seq,ram_percent,68,44.435294117647054,0.40767440398726756,43.0,44.3,45.3
wifi,moving / seq,proc_rss_mb,68,1219.980882352941,35.85021183705993,952.3,1225.3000000000002,1228.2
wifi,moving / seq,swap_used_mb,68,0.0,0.0,0.0,0.0,0.0
wifi,moving / seq,swap_total_mb,68,4352.0,0.0,4352.0,4352.0,4352.0
wifi,moving / seq,swap_percent,68,0.0,0.0,0.0,0.0,0.0
wifi,moving / pipelined,elapsed_s,67,34.03750746268656,19.485086790246235,1.037,34.037,67.037
wifi,moving / pipelined,publishers,67,1.0,0.0,1.0,1.0,1.0
wifi,moving / pipelined,scans_total,67,225.62686567164178,149.92238757971703,0.0,226.0,500.0
wifi,moving / pipelined,scans_in_window,67,7.462686567164179,3.6069308627635515,0.0,10.0,11.0
wifi,moving / pipelined,scan_rate_hz,67,7.463880597014925,3.6076085234202147,0.0,9.97,11.0
wifi,moving / pipelined,drspaam_fps,64,23.43015625,12.176867151529251,0.64,29.585,35.87
wifi,moving / pipelined,t_det_ms_mean,64,154.168671875,294.6990540567954,28.188,34.56999999999999,1558.261
wifi,moving / pipelined,t_det_ms_p95,64,269.47046874999995,407.2857778487631,31.561,37.638,1558.261
wifi,moving / pipelined,t_det_ms_max,64,320.419015625,478.62610962819946,31.571,37.7885,1558.261
wifi,moving / pipelined,t_track_ms_mean,64,1.61825,0.7020423493760617,0.668,1.501,3.158
wifi,moving / pipelined,t_track_ms_p95,64,2.035125,0.9514630755457536,0.668,1.9565000000000001,4.763
wifi,moving / pipelined,t_track_ms_max,64,2.1058593749999996,1.0023967605818567,0.668,2.0415,4.946
wifi,moving / pipelined,t_lat_ms_mean,64,161.38465624999998,296.99161124352116,32.212,38.483000000000004,1561.663
wifi,moving / pipelined,t_lat_ms_p95,64,278.24640624999995,412.3833650668178,35.216,42.6665,1561.663
wifi,moving / pipelined,t_lat_ms_max,64,328.68446875,482.5279902750924,35.294,43.196,1561.663
wifi,moving / pipelined,t_scan_ms_mean,63,158.18487301587302,137.74834965318882,96.215,100.064,797.632
wifi,moving / pipelined,t_scan_ms_p95,63,273.8998571428572,348.4165352340202,96.215,102.054,1632.088
wifi,moving / pipelined,t_scan_ms_max,63,320.1180476190476,419.54468524385896,96.215,102.443,1690.989
wifi,moving / pipelined,t_fwd_ms_mean,64,142.74959375,293.95731461372367,20.74,22.395,1532.977
wifi,moving / pipelined,t_fwd_ms_p95,64,307.006140625,477.51036220056676,22.87,24.825499999999998,1532.977
wifi,moving / pipelined,t_fwd_ms_max,64,307.85003125000003,478.8898808110992,22.87,24.825499999999998,1532.977
wifi,moving / pipelined,inference_ms_mean,64,153.633265625,294.39618836781796,27.877,33.8065,1554.101
wifi,moving / pipelined,inference_ms_p95,64,268.892109375,407.1441901351769,31.32,36.978,1554.101
wifi,moving / pipelined,inference_ms_max,64,319.84835937500003,478.5152667779775,31.337,37.1405,1554.101
wifi,moving / pipelined,missed_percent,67,0.0,0.0,0.0,0.0,0.0
wifi,moving / pipelined,jitter_ms,67,9.163731343283583,2.6128452132776956,4.03,9.02,14.09
wifi,moving / pipelined,wire_ms_mean,67,113.6749552238806,7.657399139973952,107.334,112.91,169.547
wifi,moving / pipelined,wire_ms_p95,67,131.29479104477616,25.227298167549854,109.661,129.957,303.389
wifi,moving / pipelined,wire_ms_max,67,137.23976119402982,29.420049923782678,109.768,141.802,334.219
wifi,moving / pipelined,busy_drop_in_window,67,2.5074626865671643,3.513494049261031,0.0,0.0,10.0
wifi,moving / pipelined,gpu_util_percent,67,19.880597014925375,6.725172945978734,0.0,22.0,42.0
wifi,moving / pipelined,drspaam_gpu_duty_percent,64,54.19734375,43.03250606862941,3.24,33.230000000000004,155.43
wifi,moving / pipelined,gpu_mem_util_percent,67,16.91044776119403,5.479248298597565,0.0,18.0,29.0
wifi,moving / pipelined,gpu_mem_used_mb,67,537.4970149253732,23.541105057281314,458.9,536.9,590.9
wifi,moving / pipelined,gpu_mem_total_mb,67,4096.0,0.0,4096.0,4096.0,4096.0
wifi,moving / pipelined,gpu_proc_mem_mb,67,192.59701492537314,23.54110505728131,114.0,192.0,246.0
wifi,moving / pipelined,torch_alloc_mb,67,29.43432835820896,15.40306494725433,14.9,23.8,113.6
wifi,moving / pipelined,torch_reserved_mb,67,98.86567164179104,22.676175939163127,30.0,98.0,152.0
wifi,moving / pipelined,torch_peak_mb,67,894.5641791044777,106.20442794725552,38.8,910.3,910.3
wifi,moving / pipelined,gpu_power_w,67,15.024179104477613,0.6458331458542791,11.18,15.11,15.63
wifi,moving / pipelined,gpu_temp_c,67,67.29850746268657,2.045060015220227,63.0,67.0,71.0
wifi,moving / pipelined,gpu_sm_clock_mhz,67,1576.3432835820895,7.715690897413097,1575.0,1575.0,1620.0
wifi,moving / pipelined,cpu_percent_system,67,20.04328358208955,4.933626850828021,11.4,19.7,30.9
wifi,moving / pipelined,cpu_percent_process,67,215.4597014925373,64.13105676919557,58.8,208.5,350.8
wifi,moving / pipelined,proc_threads,67,72.7910447761194,1.2002185840420376,66.0,73.0,73.0
wifi,moving / pipelined,ram_used_mb,67,6989.671641791046,47.64268777870147,6850.3,6976.3,7115.6
wifi,moving / pipelined,ram_total_mb,67,15708.199999999999,1.8327178202191023e-12,15708.2,15708.2,15708.2
wifi,moving / pipelined,ram_percent,67,44.50000000000001,0.3089571903266624,43.6,44.4,45.3
wifi,moving / pipelined,proc_rss_mb,67,1219.1686567164177,36.830324334609,949.8,1225.0,1227.9
wifi,moving / pipelined,swap_used_mb,67,0.0,0.0,0.0,0.0,0.0
wifi,moving / pipelined,swap_total_mb,67,4352.0,0.0,4352.0,4352.0,4352.0
wifi,moving / pipelined,swap_percent,67,0.0,0.0,0.0,0.0,0.0
