method,run,metric,n_windows,mean,std,min,median,max
udp,moving / pipelined,gpu_util_percent,114,10.736842105263158,12.053019033236303,0.0,1.0,44.0
udp,moving / pipelined,drspaam_gpu_duty_percent,109,34.845963302752295,40.45964111902282,3.05,10.74,148.95
udp,moving / pipelined,gpu_mem_util_percent,114,8.74561403508772,9.582258129405737,0.0,0.5,34.0
udp,moving / pipelined,gpu_mem_used_mb,114,544.8999999999999,35.881811893754204,482.9,536.9,842.9
udp,moving / pipelined,gpu_mem_total_mb,114,4096.0,0.0,4096.0,4096.0,4096.0
udp,moving / pipelined,gpu_proc_mem_mb,114,200.0,35.88181189375421,138.0,192.0,498.0
udp,moving / pipelined,torch_alloc_mb,114,28.80964912280702,34.65952721005392,22.8,23.6,390.8
udp,moving / pipelined,torch_reserved_mb,114,105.96491228070175,36.06285805934086,44.0,98.0,404.0
udp,moving / pipelined,torch_peak_mb,114,897.6175438596492,75.08151587289905,103.5,905.5,905.5
udp,moving / pipelined,gpu_power_w,114,13.293947368421053,1.292021547274399,11.7,12.815000000000001,15.17
udp,moving / pipelined,gpu_temp_c,114,63.973684210526315,0.9996506143257939,63.0,64.0,66.0
udp,moving / pipelined,gpu_sm_clock_mhz,114,1575.0,0.0,1575.0,1575.0,1575.0
udp,moving / pipelined,cpu_percent_system,114,14.592105263157897,6.512196110645923,4.4,12.45,30.5
udp,moving / pipelined,cpu_percent_process,114,132.8280701754386,89.79990096844169,8.0,110.85,381.6
udp,moving / pipelined,proc_threads,114,72.93859649122807,0.655610068107186,66.0,73.0,73.0
udp,moving / pipelined,ram_used_mb,114,6710.631578947369,39.3965078992162,6517.1,6703.45,6798.2
udp,moving / pipelined,ram_total_mb,114,15708.200000000003,1.827020300888856e-12,15708.2,15708.2,15708.2
udp,moving / pipelined,ram_percent,114,42.72280701754387,0.2489038225312583,41.5,42.7,43.3
udp,moving / pipelined,proc_rss_mb,114,1223.4701754385965,26.289238451808156,964.7,1226.2,1229.6
udp,moving / pipelined,swap_used_mb,114,0.0,0.0,0.0,0.0,0.0
udp,moving / pipelined,swap_total_mb,114,4352.0,0.0,4352.0,4352.0,4352.0
udp,moving / pipelined,swap_percent,114,0.0,0.0,0.0,0.0,0.0
